Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Keystone LightCoors Brewing Company (Molson-Coors),Lager - Light,Coors Brewing Company,6,7,8,1,2,1,9,0,22,1.7875,1.915909,1.964773,2.585227,440
Bud Light Platinum,Lager - Light,Anheuser-Busch,20,6,28,11,1,13,9,6,37,2.666667,2.5,2.5,2.333333,3
Tsingtao Beer,Lager - Light,"Tsingtao Brewery Co., Ltd.",5,19,14,8,1,12,23,1,30,2,2,2.5,2.5,1
Busch Light,Lager - Light,Anheuser-Busch,3,10,8,3,0,4,12,1,26,1.747191,1.936798,1.86236,2.446629,356
Amstel Light,Lager - Light,Amstel Brouwerij B. V.,2,36,21,11,4,4,65,6,71,2.231183,2.568817,2.363441,2.719355,465
Budweiser Select,Lager - Light,Anheuser-Busch,9,18,23,3,2,3,36,3,59,1.992045,2.410227,2.115909,2.569318,440
Heineken Premium Light Lager,Lager - Light,Heineken Nederland B.V.,5,20,3,8,5,3,42,4,54,2.202222,2.588889,2.257778,2.628889,225
Michelob Light,Lager - Light,Anheuser-Busch,3,21,20,7,0,6,23,0,49,2.20098,2.458333,2.355392,2.708333,204
Miller High Life Light,Lager - Light,Miller Brewing Co.,5,6,7,0,1,0,8,0,18,2.248756,2.701493,2.427861,2.893035,201
Milwaukee's Best Light,Lager - Light,Miller Brewing Co.,8,15,12,3,5,1,31,1,49,1.880795,2.155629,2.082781,2.629139,151
Labatt Blue Light,Lager - Light,Labatt Brewing Company Ltd.,8,30,38,11,3,22,52,10,59,1.941558,2.191558,2.094156,2.50974,154
Budweiser Select 55,Lager - Light,Anheuser-Busch,15,18,12,8,3,6,36,2,49,1.759434,2.240566,1.778302,2.226415,106
Michelob Ultra Amber,Lager - Light,Anheuser-Busch,6,25,30,4,3,3,49,6,66,2.343949,2.786624,2.404459,2.72293,157
Michelob Golden Draft Light,Lager - Light,Anheuser-Busch,5,9,10,7,2,6,16,1,42,2.028736,2.350575,2.224138,2.66092,87
Tecate Light,Lager - Light,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",7,26,24,19,3,16,50,4,82,2.125,2.4375,2.203125,2.578125,32
Michelob Ultra Lime & Prickly Pear Cactus,Lager - Light,Anheuser-Busch,7,16,28,96,3,100,33,0,23,2.434066,2.384615,2.357143,2.697802,91
Sankaty Light,Lager - Light,Cisco Brewers Inc.,7,26,28,33,3,35,41,5,54,3.351852,3.555556,3.583333,3.777778,54
Miller Genuine Draft 64,Lager - Light,Miller Brewing Co.,3,2,1,0,0,1,2,0,7,2.011848,2.379147,2.004739,2.601896,211
Shiner Light Blonde,Lager - Light,Spoetzl Brewery,2,22,21,4,3,4,33,2,50,2.5,2.875,2.375,2.5,4
Genny Light,Lager - Light,Genesee Brewing Co. / Dundee Brewing Co.,5,6,20,10,0,9,10,2,24,2.389706,2.625,2.588235,2.875,68
I.C. Light,Lager - Light,Pittsburgh Brewing Co.,4,18,22,8,1,8,26,1,42,2.5,2.604938,2.666667,2.993827,81
Medalla Light,Lager - Light,Compañía Cervecera de Puerto Rico,10,9,10,8,1,8,10,1,31,2.686275,2.921569,3.068627,3.343137,51
Old Milwaukee Light,Lager - Light,Pabst Brewing Company,4,16,21,8,0,12,20,0,30,2.51,2.54,2.72,3.05,50
Beck's Premier Light,Lager - Light,Brauerei Beck & Co.,0,16,7,4,1,5,22,1,30,2.102564,2.262821,2.134615,2.480769,78
Kirin Light Beer,Lager - Light,"Kirin Brewery Company, Limited",3,14,13,7,0,7,17,1,32,2.113208,2.245283,2.04717,2.254717,53
Michelob Ultra Fruit Pomegranate Raspberry,Lager - Light,Anheuser-Busch,4,10,80,29,0,76,11,1,17,2.357955,2.284091,2.096591,2.289773,88
Shiner Light,Lager - Light,Spoetzl Brewery,5,24,33,5,0,5,35,0,60,2.924658,3.356164,3.143836,3.520548,73
Light,Lager - Light,Abita Brewing Co.,2,26,13,8,4,9,38,3,58,2.746479,3,3.035211,3.401408,71
Red Stripe Light,Lager - Light,Desnoes & Geddes Limited,4,22,29,11,0,4,24,1,30,2.465116,2.662791,2.755814,3.011628,43
Molson Canadian Light,Lager - Light,Molson Coors Canada,6,22,27,14,0,10,28,4,45,2.489583,2.75,2.78125,3.0625,48
Beck's Light,Lager - Light,Brauerei Beck & Co.,4,24,14,6,0,4,29,0,24,2.234375,2.390625,2.203125,2.5625,64
Pabst Blue Ribbon Light,Lager - Light,Pabst Brewing Company,6,10,21,11,0,15,16,0,26,2.61,2.79,2.78,3.23,50
Presidente Light,Lager - Light,Cerveceria Nacional Dominicana,7,14,23,18,0,17,18,2,54,2.357143,2.821429,2.464286,2.892857,14
Mickey's,Lager - Malt Liquor,Miller Brewing Co.,15,16,28,4,0,5,20,1,58,2.435315,2.772727,2.730769,2.998252,286
Steel Reserve 211 (High Gravity),Lager - Malt Liquor,Steel Brewing Company,25,3,19,2,1,2,3,0,30,2.292391,2.752174,2.454348,2.61413,460
Olde English 800,Lager - Malt Liquor,Miller Brewing Co.,15,18,30,7,4,3,38,4,79,1.983456,2.542279,2.207721,2.455882,272
Colt 45 Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,18,20,28,15,6,6,38,1,73,2.170732,2.577236,2.45935,2.666667,246
Molson XXX,Lager - Malt Liquor,Molson Coors Canada,45,34,34,10,4,1,56,3,79,2.463235,2.946078,2.47549,2.610294,204
King Cobra Premium Malt Liquor,Lager - Malt Liquor,Anheuser-Busch,28,17,47,12,1,8,20,3,77,2.059748,2.393082,2.216981,2.487421,159
Natty Daddy (8%),Lager - Malt Liquor,Anheuser-Busch,30,8,34,16,0,10,6,0,31,2.8125,2.96875,2.625,2.75,16
Hurricane Malt Liquor,Lager - Malt Liquor,Anheuser-Busch,12,12,49,21,1,15,16,1,62,2.077465,2.535211,2.183099,2.401408,71
Magnum,Lager - Malt Liquor,Miller Brewing Co.,12,28,41,10,3,7,53,4,95,2.027273,2.545455,2.254545,2.290909,55
St. Ides High Gravity Malt Liquor,Lager - Malt Liquor,Saint Ides Brewing Company,40,19,39,6,3,4,45,6,91,2.262821,2.820513,2.185897,2.391026,78
Olde English 800 High Gravity,Lager - Malt Liquor,Miller Brewing Co.,32,13,40,12,0,10,16,0,43,2.12766,2.723404,2.361702,2.382979,47
Dog Bite High Gravity Lager,Lager - Malt Liquor,Genesee Brewing Co. / Dundee Brewing Co.,39,23,44,15,0,14,24,1,43,2.166667,2.742424,2.181818,2.272727,33
Haywards 5000 Super Premium Beer,Lager - Malt Liquor,Shaw Wallace & Company Ltd.,34,17,44,11,0,10,26,5,68,2.5,2.846939,2.561224,2.622449,49
Schlitz High Gravity V.S.L Very Smooth LagerJOS. Schlitz Brewing Co. (Pabst),Lager - Malt Liquor,JOS. Schlitz Brewing Co. (Pabst),43,19,47,22,0,19,21,1,37,2.59434,3.04717,2.764151,2.811321,53
Labatt Max Ice,Lager - Malt Liquor,Labatt Brewing Company Ltd.,50,23,49,18,3,18,42,3,97,2.716667,3.05,3,3.108333,60
Country Club Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,35,18,48,17,0,13,20,1,84,2.337838,2.864865,2.621622,2.824324,37
Steel Reserve 211 Triple Export,Lager - Malt Liquor,Steel Brewing Company,44,17,38,8,0,6,19,5,73,2.33871,3.016129,2.435484,2.5,31
Colt 45 High Gravity Lager,Lager - Malt Liquor,Pabst Brewing Company,54,16,51,15,2,10,15,4,62,2.803571,3.232143,2.821429,2.767857,28
Old Monk 10000,Lager - Malt Liquor,Mohan Breweries & Distilleries Ltd,22,13,56,29,0,29,19,13,53,2.370968,2.66129,2.209677,2.306452,31
Camo Black Ice,Lager - Malt Liquor,Camo Brewing Company,52,12,50,25,0,33,10,8,31,2.014706,2.838235,1.764706,1.867647,34
Region Riot,Lager - Malt Liquor,Three Floyds Brewing Co. & Brewpub,15,20,55,11,1,13,28,1,73,3.375,3.708333,3.416667,3.625,12
Colt 45 Double Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,18,7,21,7,1,6,7,0,63,2.666667,2.944444,2.861111,3,18
Crazy Stallion,Lager - Malt Liquor,"City Brewing Company, LLC",19,11,44,12,0,15,17,2,37,2.46875,2.984375,2.6875,2.671875,32
Camo Silver Ice,Lager - Malt Liquor,Camo Brewing Company,44,14,32,18,5,14,34,6,62,1.794872,2.576923,1.846154,2.115385,39
Evil Eye,Lager - Malt Liquor,Melanie Brewing Company,50,11,82,41,0,49,7,0,47,1.509615,2.221154,1.355769,1.471154,52
Camo High Gravity Lager,Lager - Malt Liquor,Camo Brewing Company,52,17,31,17,0,13,16,1,38,1.727273,2.431818,1.772727,2,44
Stack 101 High Gravity Smooth Lager,Lager - Malt Liquor,United Brands Company,42,18,60,45,1,51,19,2,58,2.307692,2.846154,2.019231,1.884615,26
Molson Brador,Lager - Malt Liquor,Molson Coors Canada,8,12,26,10,0,11,14,3,48,2.522727,2.909091,2.818182,3,22
Earthquake High Gravity Lager (10%),Lager - Malt Liquor,"City Brewing Company, LLC",44,8,57,13,0,20,7,5,57,1.744898,2.163265,1.438776,1.612245,49
Schlitz Red Bull X. L. Xtra Long Malt LiquorJOS. Schlitz Brewing Co. (Pabst),Lager - Malt Liquor,JOS. Schlitz Brewing Co. (Pabst),30,10,17,5,0,5,9,1,61,2.5,2.82,2.7,2.96,25
Axe Head Malt Liquor,Lager - Malt Liquor,Minhas Craft Brewery,63,10,79,28,0,36,5,3,51,1.964286,3.035714,1.928571,1.821429,14
Clear Creek Ice,Lager - Malt Liquor,Minhas Craft Brewery,28,2,46,10,0,7,3,0,31,2.175,2.65,2.425,2.725,20
Camo Black Extra,Lager - Malt Liquor,Camo Brewing Company,33,12,48,14,0,27,10,4,30,1.9,3.2,1.8,1.8,5
Negra Modelo,Lager - Munich Dunkel,Grupo Modelo S.A. de C.V.,5,21,42,6,0,9,27,5,89,3.149644,3.442399,3.407957,3.5962,842
Warsteiner Premium Dunkel,Lager - Munich Dunkel,Warsteiner Brauerei,2,48,49,10,0,8,38,10,100,3.293162,3.57265,3.441026,3.62735,585
Hofbräu Dunkel,Lager - Munich Dunkel,Hofbräuhaus München,7,38,62,15,1,18,48,6,127,3.563348,3.861991,3.769231,3.868778,221
Beck's Dark,Lager - Munich Dunkel,Brauerei Beck & Co.,1,31,13,10,1,4,30,2,51,2.953642,3.369205,3.084437,3.238411,302
Harpoon Dark,Lager - Munich Dunkel,Harpoon Brewery,11,48,86,14,1,14,26,13,162,2,4,2.5,2.5,1
Spaten Dunkel,Lager - Munich Dunkel,Spaten-Franziskaner-Bräu,9,21,75,23,1,35,24,2,121,3.562092,3.673203,3.650327,3.823529,153
Eastside Dark,Lager - Munich Dunkel,"Lakefront Brewery, Inc.",1,44,57,6,0,5,43,11,92,3.464865,3.716216,3.678378,3.721622,185
Penn Dark,Lager - Munich Dunkel,Pennsylvania Brewing Company,11,39,55,5,0,9,38,7,121,3.701646,3.888889,3.901235,4.037037,243
Dark Cloud,Lager - Munich Dunkel,Mother Earth Brewing,7,30,58,8,0,17,29,5,102,3.697802,3.928571,3.851648,4.027473,91
Weltenburger Kloster Barock Dunkel,Lager - Munich Dunkel,Klosterbrauerei Weltenburg,12,24,54,12,0,22,19,9,122,3.715686,3.926471,3.852941,3.906863,102
Asahi Black (Kuronama),Lager - Munich Dunkel,Asahi Breweries Ltd,7,42,45,18,0,26,25,14,80,3.458333,3.671875,3.557292,3.671875,96
Flensburger Dunkel,Lager - Munich Dunkel,Flensburger Brauerei GmbH Und Co. KG,11,44,59,12,0,15,76,25,144,3.654255,3.87234,3.739362,3.893617,94
Pious Monk Dunkel,Lager - Munich Dunkel,Church Brew Works,7,28,91,23,0,48,31,10,121,3.494318,3.590909,3.607955,3.732955,88
Garten Bräu Munich Dark,Lager - Munich Dunkel,Capital Brewery,11,42,53,13,1,19,34,6,123,3.633858,3.834646,3.795276,3.956693,127
König Ludwig Dunkel,Lager - Munich Dunkel,Kaltenberg International / König Ludwig International GmbH & Co.KG,1,30,64,10,0,14,20,5,89,3.618421,3.881579,3.855263,3.907895,38
Barbarossa Double Dark Lager,Lager - Munich Dunkel,Christian Moerlein Brewing Company,10,38,89,20,0,26,44,11,107,3.688406,3.702899,3.862319,4.050725,69
Red Tape Lager,Lager - Munich Dunkel,Jack's Abby Brewing,3,35,75,18,1,22,46,12,131,4,4.25,3.75,3.75,2
Schadenfreude,Lager - Munich Dunkel,Surly Brewing Company,4,43,65,8,0,11,38,12,144,3.625,3.9375,3.96875,4.0625,32
Ettaler Kloster Dunkel,Lager - Munich Dunkel,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,8,37,80,19,0,17,38,7,138,3.637755,3.908163,3.857143,4.005102,98
Holzar-Bier,Lager - Munich Dunkel,Der HirschBrau/Privatbrauerei Höss,6,18,61,5,0,10,23,5,82,3.531915,3.675532,3.638298,3.824468,94
Dunkel Lager,Lager - Munich Dunkel,Sly Fox Brewing Company,8,29,81,15,2,18,38,9,132,3.472973,3.644144,3.554054,3.806306,111
Winter Lager,Lager - Munich Dunkel,Sprecher Brewing Company,19,45,107,19,1,32,42,7,147,3.706522,3.875,3.831522,3.847826,92
Franconia Dunkel,Lager - Munich Dunkel,Franconia Brewing Company,1,55,41,4,0,1,24,5,123,3.84375,3.90625,3.9375,4.125,16
Saranac Lake Effect Lager,Lager - Munich Dunkel,Matt Brewing Company,7,35,51,12,1,12,34,12,94,3.5,3.766234,3.623377,3.707792,77
Hirter Morchl,Lager - Munich Dunkel,Brauerei Hirt GmbH,16,31,77,26,0,39,30,6,132,3.727273,3.886364,3.852273,3.875,44
Dunkel,Lager - Munich Dunkel,The Olde Mecklenburg Brewery,5,42,58,3,2,6,51,6,123,3.78125,4.15625,4.25,4.21875,16
Gösser Dark BeerBrauerei Göss (Brau Union),Lager - Munich Dunkel,Brauerei Göss (Brau Union),7,52,76,14,0,18,51,1,135,3.652174,3.869565,3.793478,3.913043,46
Organic Pinkus Jubilate,Lager - Munich Dunkel,Brauerei Pinkus Mueller,13,37,83,33,2,30,45,7,123,3.576389,3.868056,3.520833,3.715278,72
León,Lager - Munich Dunkel,Grupo Modelo S.A. de C.V.,2,22,37,3,0,3,22,3,65,2.953488,3.325581,3.151163,3.290698,43
Hacker-Pschorr Münchner Dunkel,Lager - Munich Dunkel,Hacker-Pschorr Bräu GmbH,4,42,83,19,2,20,42,8,119,3.857143,4.047619,3.928571,4.071429,21
Saranac Long John Lager,Lager - Munich Dunkel,Matt Brewing Company,4,10,31,5,0,7,14,1,50,2.969595,3.263514,3.155405,3.5,148
Fearless Youth,Lager - Munich Dunkel,Grimm Brothers Brewhouse,8,37,95,18,0,32,39,6,129,4.333333,4.5,4.5,4.5,3
Original Münchner Dunkel,Lager - Munich Dunkel,Paulaner Brauerei GmbH & Co. KG,7,35,78,6,0,9,28,8,121,3.578947,3.684211,3.684211,3.605263,19
Andechser Export Dunkel,Lager - Munich Dunkel,Klosterbrauerei Andechs,5,41,83,15,0,28,42,11,140,3.794118,3.941176,3.911765,4.014706,34
Tradition,Lager - Munich Dunkel,Bayerische Staatsbrauerei Weihenstephan,3,38,70,19,0,27,40,1,113,3.72619,3.904762,3.738095,3.833333,42
Negra,Lager - Munich Dunkel,Mahou S.A.,11,47,59,13,3,16,34,3,104,3.105263,3.473684,3.447368,3.578947,19
Samuel Adams OctoberfestBoston Beer Company (Samuel Adams),Lager - Märzen / Oktoberfest,Boston Beer Company (Samuel Adams),11,35,47,11,0,22,43,13,84,3.476756,3.799525,3.686741,3.825409,1893
Oktoberfest Märzen,Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,9,40,72,28,1,35,61,10,121,3.712451,3.822628,3.911067,4.039526,1012
Spaten Oktoberfestbier Ur-Märzen,Lager - Märzen / Oktoberfest,Spaten-Franziskaner-Bräu,6,31,42,10,0,11,47,5,105,3.314902,3.671978,3.518744,3.693533,1067
Oktoberfest,Lager - Märzen / Oktoberfest,Great Lakes Brewing Company,16,41,63,13,3,20,49,24,129,3.75,3.989336,4.031991,4.10782,422
Festbier,Lager - Märzen / Oktoberfest,Victory Brewing Company,6,20,57,11,0,12,29,20,101,3.635634,3.739968,3.784109,3.957464,623
Hacker-Pschorr Oktoberfest Märzen,Lager - Märzen / Oktoberfest,Hacker-Pschorr Bräu GmbH,6,30,60,10,3,19,42,9,138,3.75837,3.852256,3.933042,4.07278,687
Festbier,Lager - Märzen / Oktoberfest,Bayerische Staatsbrauerei Weihenstephan,6,26,44,14,2,17,57,9,90,3.490268,3.529197,3.604623,3.886861,411
Oktoberfest,Lager - Märzen / Oktoberfest,Jacob Leinenkugel Brewing Company,3,26,36,10,0,9,28,9,65,2.947368,3.410526,2.953947,3.194737,380
Hofbräu Oktoberfestbier,Lager - Märzen / Oktoberfest,Hofbräuhaus München,4,32,48,10,6,6,46,3,81,3.141907,3.347007,3.308204,3.544346,451
The Kaiser,Lager - Märzen / Oktoberfest,Avery Brewing Company,36,30,76,18,0,23,44,16,110,3.796041,4.008606,3.827022,3.645439,581
Oktoberfest,Lager - Märzen / Oktoberfest,Left Hand Brewing Company,22,41,63,5,0,9,58,31,115,3.56229,3.808081,3.670034,3.772727,297
Octoberfest Beer,Lager - Märzen / Oktoberfest,Harpoon Brewery,4,60,59,20,0,24,76,19,115,3.75,4.25,3.75,4.25,2
Shiner Märzen-Style Oktoberfest,Lager - Märzen / Oktoberfest,Spoetzl Brewery,10,39,44,9,1,12,49,14,72,3.195652,3.611801,3.267081,3.456522,161
Staghorn Octoberfest,Lager - Märzen / Oktoberfest,New Glarus Brewing Company,4,35,64,19,1,23,59,20,117,3.741036,3.896414,3.998008,4.131474,251
Hoss Oktoberfest Lager,Lager - Märzen / Oktoberfest,Great Divide Brewing Company,9,42,58,28,1,36,63,34,134,3.647147,3.833333,3.846847,3.933934,333
Dogtoberfest,Lager - Märzen / Oktoberfest,Flying Dog Brewery,7,47,71,19,1,12,69,10,115,3.479839,3.685484,3.553427,3.639113,496
Oktoberfest,Lager - Märzen / Oktoberfest,Yuengling Brewery,11,26,52,7,0,13,33,6,82,3.130435,3.586957,3.434783,3.456522,23
Beck's Oktoberfest,Lager - Märzen / Oktoberfest,Brauerei Beck & Co.,5,29,49,12,0,14,41,5,87,3.28803,3.598504,3.352868,3.551122,401
Märzen,Lager - Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,9,21,52,16,0,12,21,4,72,3.4,3.658824,3.547059,3.694118,255
Munsterfest,Lager - Märzen / Oktoberfest,Three Floyds Brewing Co. & Brewpub,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.748663,3.893048,187
Oaktoberfest,Lager - Märzen / Oktoberfest,Firestone Walker Brewing Co.,5,39,52,23,1,26,64,26,95,3.695652,3.956522,3.934783,4.086957,23
Warsteiner Premium Oktoberfest,Lager - Märzen / Oktoberfest,Warsteiner Brauerei,8,30,53,9,2,17,58,7,89,3.142424,3.3,3.248485,3.551515,165
Bob's '47 Oktoberfest,Lager - Märzen / Oktoberfest,Boulevard Brewing Co.,2,16,38,21,0,24,23,5,68,3.642857,3.753456,3.804147,3.910138,217
Oktoberfest,Lager - Märzen / Oktoberfest,Summit Brewing Company,23,36,73,28,2,28,44,10,91,3.463115,3.727459,3.67418,3.696721,244
Oktoberfest Bier (Oktoberfest Wiesn),Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.854839,4.145161,124
Copper Legend Octoberfest,Lager - Märzen / Oktoberfest,Jack's Abby Brewing,6,30,56,14,1,13,49,9,86,3.166667,3.333333,3.166667,3.166667,3
Atom Smasher,Lager - Märzen / Oktoberfest,Two Brothers Brewing Company,17,25,56,10,0,13,29,20,83,3.518519,3.574074,3.555556,3.5,54
Oktoberfest,Lager - Märzen / Oktoberfest,Saint Arnold Brewing Company,13,27,52,12,2,18,29,2,65,3.560714,3.692857,3.653571,3.782143,140
Oktober Fest,Lager - Märzen / Oktoberfest,Stoudts Brewing Co.,9,37,50,25,0,25,69,3,83,3.488479,3.711982,3.624424,3.794931,217
Oktoberfest,Lager - Märzen / Oktoberfest,Blue Point Brewing Company,2,34,53,9,0,20,46,12,73,3.524038,3.721154,3.620192,3.8125,104
OktoberFish,Lager - Märzen / Oktoberfest,Flying Fish Brewing Company,7,15,42,21,0,18,28,2,68,3.5,3.600877,3.557018,3.701754,114
Oktoberfest,Lager - Märzen / Oktoberfest,Sly Fox Brewing Company,1,36,53,16,0,19,50,6,102,3.596154,3.826923,3.884615,4.028846,52
Fest Märzen Lager,Lager - Märzen / Oktoberfest,Narragansett Brewing Co.,4,43,42,8,2,8,53,12,110,3.472527,4.06044,3.642857,3.82967,91
Schell's Oktoberfest,Lager - Märzen / Oktoberfest,August Schell Brewing Company,12,32,62,11,0,9,58,13,105,3.444444,3.738562,3.591503,3.784314,153
Oktoberfest,Lager - Märzen / Oktoberfest,Capital Brewery,5,35,67,18,4,23,44,17,123,3.590164,3.72541,3.618852,3.786885,122
Oktoberfest Lager Beer,Lager - Märzen / Oktoberfest,"Lakefront Brewery, Inc.",5,25,65,18,6,15,40,14,107,3.263636,3.522727,3.386364,3.459091,110
Barktoberfest,Lager - Märzen / Oktoberfest,Thirsty Dog Brewing Company,22,43,82,11,1,14,66,4,137,3.592593,3.657407,3.648148,3.768519,54
Dundee Oktoberfest,Lager - Märzen / Oktoberfest,Genesee Brewing Co. / Dundee Brewing Co.,10,30,61,17,0,19,47,11,109,3.339844,3.632812,3.460938,3.617188,128
Oktoberfest,Lager - Märzen / Oktoberfest,Sprecher Brewing Company,8,25,73,15,1,20,32,9,106,3.735507,3.778986,3.786232,3.902174,138
Aecht Schlenkerla Rauchbier Märzen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,6,30,26,5,4,2,26,124,64,4.207537,4.021372,4.065804,3.830146,889
Aecht Schlenkerla Rauchbier Urbock,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,11,20,45,4,2,6,17,78,80,4.253484,4.05662,4.162892,3.873693,574
Smoke & Dagger,Lager - Rauchbier,Jack's Abby Brewing,10,53,71,12,0,26,45,103,128,4.166667,4.222222,4.277778,4.222222,9
Aecht Schlenkerla Eiche,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,16,25,47,11,0,13,34,95,58,4.238532,3.841743,4.158257,4.045872,218
Aecht Schlenkerla Rauchbier Weizen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,9,14,34,19,0,21,15,122,98,4.028529,3.947447,3.870871,3.762763,333
Aecht Schlenkerla Fastenbier (Lentbeer),Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,12,55,63,7,1,9,69,121,106,4.361446,4.138554,4.295181,4.198795,83
Rauch Ür Bock,Lager - Rauchbier,Caldera Brewing Company,8,15,74,17,2,19,12,99,64,4.309524,3.821429,4.154762,4.166667,42
Eisenbahn Rauchbier,Lager - Rauchbier,Cervejaria Sudbrack Ltda,14,27,74,14,0,22,27,95,100,3.877907,3.796512,3.953488,3.97093,86
Ludwig's Revenge,Lager - Rauchbier,Roy Pitz Brewing Company,8,38,55,3,0,3,17,65,83,3.892857,3.857143,3.857143,4,14
Göller Rauchbier,Lager - Rauchbier,Brauerei Göller Zur Alten Freyung,11,26,45,18,6,18,42,84,80,3.75,3.791667,3.666667,3.875,12
Saranac Rauchbier Smoked Lager,Lager - Rauchbier,Matt Brewing Company,8,21,27,14,0,14,29,76,72,3.070312,3.304688,3.210938,3.453125,64
Rauchbier,Lager - Rauchbier,Southern Star Brewing Company,11,20,30,13,0,7,27,105,53,3.65,4.05,3.6,3.55,10
Bonfire Of The Valkyries,Lager - Rauchbier,New Albanian Brewing Company - Pizzeria and Public House,11,45,60,5,2,2,23,96,98,4.071429,3.785714,4.214286,3.928571,7
Rauchbier,Lager - Rauchbier,Sly Fox Brewing Company,13,24,38,6,2,3,25,107,69,4.071429,3.892857,4.071429,4.107143,28
Aecht Schlenkerla Kräusen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,12,22,23,13,1,6,28,93,67,3.807692,4.038462,3.884615,3.923077,13
Smoky MaryNew Orleans Lager & Ale Brewing Company (NOLA),Lager - Rauchbier,New Orleans Lager & Ale Brewing Company (NOLA),3,6,15,2,0,2,6,51,34,3.928571,4.071429,4.285714,4.285714,7
Smoke Out,Lager - Rauchbier,Starr Hill Brewery,3,3,23,10,1,7,2,33,22,3.75,3.5625,3.625,3.625,8
Deep Purple Rauchbier,Lager - Rauchbier,Marshall Wharf Brewing Company / Three Tides Restaurant,4,3,16,6,0,6,5,38,18,3.666667,3.583333,3.25,3.333333,6
Smokey The Beer,Lager - Rauchbier,Zero Gravity Craft Brewery / American Flatbread,2,5,11,0,0,0,7,19,22,4,3.666667,4.5,4.333333,3
Rauchbier,Lager - Rauchbier,Iron Hill Brewery & Restaurant,12,10,56,27,2,32,6,87,45,3.875,3.875,3.925,3.975,20
Weiherer Rauch,Lager - Rauchbier,Brauerei Gasthof Kundmüller,8,19,24,13,0,9,24,54,27,3.730769,3.730769,3.5,3.461538,13
Hallerndorfer Raiterla Rauchbier,Lager - Rauchbier,Brauerei Gasthof Rittmayer,6,8,16,2,3,3,10,34,27,4.25,3.75,4.125,3.875,4
Rauchbock,Lager - Rauchbier,Appalachian Brewing Company,9,15,17,3,0,4,19,55,42,3.583333,3.958333,3.5,3.541667,12
Bamberg Rauchbier,Lager - Rauchbier,Micro Cervejaria Bamberg,5,2,7,3,0,2,2,23,20,4.25,3.5,3.5,3.5,2
Bishop Bob's Holy Smoke,Lager - Rauchbier,Dragonmead Microbrewery,1,5,19,4,2,5,6,37,30,3.25,3.9375,3.5,3.5,8
Samuel Adams Black LagerBoston Beer Company (Samuel Adams),Lager - Schwarzbier,Boston Beer Company (Samuel Adams),3,45,38,3,0,5,18,4,94,3.632195,3.890228,3.850736,3.907631,1494
Schwarzbier,Lager - Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co.,13,59,51,17,1,13,41,24,123,3.66259,4.041007,3.890647,4.038849,695
Shiner Bohemian Black Lager,Lager - Schwarzbier,Spoetzl Brewery,6,52,36,4,0,5,35,5,91,3.329099,3.659353,3.451501,3.632794,433
Baba Black Lager,Lager - Schwarzbier,Uinta Brewing Company,4,48,41,9,0,9,29,13,101,3.5,3.9,3.5,3.566667,15
Saranac Black Forest Black Beer,Lager - Schwarzbier,Matt Brewing Company,3,31,57,10,0,15,34,3,73,3.54512,3.813076,3.748619,3.808471,543
Howl,Lager - Schwarzbier,Magic Hat Brewing Company,7,69,42,4,0,2,33,14,114,3.578811,3.829457,3.717054,3.812661,387
Black Bavarian,Lager - Schwarzbier,Sprecher Brewing Company,9,58,37,4,0,3,30,9,107,3.905213,4.093602,4.162322,4.132701,422
Mönchshof Schwarzbier,Lager - Schwarzbier,Kulmbacher Brauerei AG,5,43,52,11,1,14,34,7,100,3.851275,4.056657,4.032578,4.189802,353
Ugly Pug Black Lager,Lager - Schwarzbier,Rahr & Sons Brewing Company,4,40,55,2,1,1,26,8,75,3.53125,3.767361,3.607639,3.725694,144
Krušovice Cerne,Lager - Schwarzbier,Královský Pivovar Krušovice a.s.,3,58,40,6,0,7,49,6,91,3.449735,3.851852,3.526455,3.685185,189
McSorley's Irish Black Lager,Lager - Schwarzbier,Pabst Brewing Company,5,68,64,11,0,9,55,2,123,3.345324,3.615108,3.55036,3.636691,139
Schwarzbier,Lager - Schwarzbier,The Duck-Rabbit Craft Brewery,6,83,37,3,2,5,59,26,131,4.003676,4.029412,4.084559,4.073529,136
