Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Orange Blossom Cream Ale,Fruit and Field Beer,Buffalo Bill's Brewery,8,28,46,86,0,86,35,5,30,3.21021,3.013514,2.93994,Well. Sometimes you just have a bad day. Next time... 4/8,333
India Pale Ale,IPA - English,St. Peter's Brewery Co Ltd,12,73,42,38,0,32,108,12,69,3.209239,3.605978,3.410326,"Alrighty. Sell it cheap, that could work. 5/8",184
Zhiguly Grande 9-5,Lager - European Strong,Rinkuškiai Alaus Darykloje,47,13,48,20,0,21,16,5,48,3.208333,3.291667,3.25,"Alrighty. Sell it cheap, that could work. 5/8",12
Chili Pepper Ale,Chile Beer,Six Rivers Brewery,32,13,12,25,0,20,4,169,30,3.205882,3.529412,2.882353,Well. Sometimes you just have a bad day. Next time... 4/8,17
Amber,Lager - American Amber / Red,Abita Brewing Co.,6,24,37,7,0,5,32,2,71,3.205189,3.485849,3.340802,If I'm drunk. This shit's gonna flow heavily! 6/8,424
Palm / Palm Speciale,Pale Ale - Belgian,Brouwerij Palm NV,23,37,73,49,0,63,64,21,88,3.204787,3.675532,3.340426,If I'm drunk. This shit's gonna flow heavily! 6/8,188
DAB Dark Beer,Lager - European Dark,Dortmunder Actien Brauerei / DAB,8,49,48,6,1,9,46,4,102,3.203704,3.462963,3.12963,"Alrighty. Sell it cheap, that could work. 5/8",27
Dead Horse Amber Ale,Mild Ale - English Pale,Moab Brewery,8,35,40,24,1,30,40,3,77,3.203704,3.314815,3.240741,"Alrighty. Sell it cheap, that could work. 5/8",27
Copperhead Ale,Altbier,Fordham Brewing Company,9,29,54,13,1,11,32,2,112,3.202381,3.541667,3.303571,"Alrighty. Sell it cheap, that could work. 5/8",84
Minerva Pale Ale,Mild Ale - English Pale,Cervecería Minerva,7,32,31,18,0,19,49,1,50,3.2,3.8,3.7,If I'm drunk. This shit's gonna flow heavily! 6/8,5
Narragansett Lager,Lager - Adjunct,Narragansett Brewing Co.,2,28,20,8,4,10,36,3,37,3.198077,3.451923,3.475,If I'm drunk. This shit's gonna flow heavily! 6/8,260
Berry Weiss,Wheat Beer - American Pale,Jacob Leinenkugel Brewing Company,7,17,131,40,3,78,32,7,40,3.19571,3.227882,2.919571,Well. Sometimes you just have a bad day. Next time... 4/8,373
Shiner Märzen-Style Oktoberfest,Lager - Märzen / Oktoberfest,Spoetzl Brewery,10,39,44,9,1,12,49,14,72,3.195652,3.611801,3.267081,"Alrighty. Sell it cheap, that could work. 5/8",161
Guinness Original,Stout - Irish Dry,Guinness Ltd.,6,45,32,7,0,4,26,4,66,3.065217,3.956522,3.130435,"Alrighty. Sell it cheap, that could work. 5/8",23
Harp Lager,Lager - European Pale,Guinness Ltd.,11,28,30,23,4,24,47,7,76,3.063025,3.392857,3.267507,If I'm drunk. This shit's gonna flow heavily! 6/8,714
Point Classic Amber,Lager - American Amber / Red,Stevens Point Brewery,5,42,70,12,0,14,71,11,102,3.0625,3.418269,3.153846,"Alrighty. Sell it cheap, that could work. 5/8",104
Aiko,Lager - European Strong,Rinkuškiai Alaus Darykloje,54,26,64,21,0,20,35,9,67,3.0625,3.229167,2.875,Well. Sometimes you just have a bad day. Next time... 4/8,24
Mild Ale,Mild Ale - English Pale,Coopers Brewery Limited,8,30,25,34,1,28,43,5,43,3.0625,3,2.979167,"Alrighty. Sell it cheap, that could work. 5/8",24
Samuel Adams HefeweizenBoston Beer Company (Samuel Adams),Wheat Beer - Hefeweizen,Boston Beer Company (Samuel Adams),14,22,31,18,4,50,40,50,66,3.0625,3.441667,3.1225,"Alrighty. Sell it cheap, that could work. 5/8",600
Guinness Extra Stout (Canada),Stout - Irish Dry,Guinness Ltd.,7,70,65,23,0,19,53,2,102,3.059524,3.785714,3.142857,"Alrighty. Sell it cheap, that could work. 5/8",42
Stone Mill Organic Pale AleGreen Valley Brewing Company (Crooked Creek),Pale Ale - English,Green Valley Brewing Company (Crooked Creek),13,49,56,30,0,37,56,3,50,3.057971,3.374396,3.074879,"Alrighty. Sell it cheap, that could work. 5/8",207
Vienna-Style Amber Lager,Lager - Vienna,Tommyknocker Brewery,10,33,70,29,1,30,46,8,84,3.055556,3.777778,3,"Alrighty. Sell it cheap, that could work. 5/8",9
Pumpkinhead Ale,Pumpkin Beer,Shipyard Brewing Co.,11,15,28,20,1,117,16,100,58,3.053468,2.834538,2.791185,Well. Sometimes you just have a bad day. Next time... 4/8,692
Efes Extra,Lager - European Strong,Anadolu Efes Brewery,58,22,48,16,0,23,29,7,46,3.05,3.375,3,"Alrighty. Sell it cheap, that could work. 5/8",20
Fürstenberg Weizen Hefe Dunkel,Wheat Beer - Dunkelweizen,Fürstlich Fürstenbergische Brauerei KG,12,10,33,30,1,40,10,23,68,3.05,3.7,3.175,"Alrighty. Sell it cheap, that could work. 5/8",20
Alpine Glacier Lager,Lager - American,Tommyknocker Brewery,7,50,39,35,0,33,79,5,52,3.047904,3.359281,3.218563,"Alrighty. Sell it cheap, that could work. 5/8",167
Killer Whale Cream Ale,Cream Ale,Bold City Brewery,3,24,16,13,0,11,30,1,46,3.041667,3.375,3.166667,"Alrighty. Sell it cheap, that could work. 5/8",12
Original Pale Ale,Pale Ale - English,Coopers Brewery Limited,3,37,19,21,0,17,66,4,37,3.04023,3.214559,3.137931,"Alrighty. Sell it cheap, that could work. 5/8",261
Red Lager,Lager - Vienna,Jacob Leinenkugel Brewing Company,7,42,28,4,0,6,65,7,80,3.037383,3.439252,3.15109,"Alrighty. Sell it cheap, that could work. 5/8",321
Grain Belt Premium,Lager - Adjunct,August Schell Brewing Company,8,8,37,13,6,17,26,4,56,3.036145,3.268072,3.400602,If I'm drunk. This shit's gonna flow heavily! 6/8,166
Summer Blonde Ale,Blonde Ale - American,River Horse Brewing Co.,5,17,21,32,0,34,27,3,44,3.027778,3.194444,3.12037,"Alrighty. Sell it cheap, that could work. 5/8",54
Estrella Damm Daura,Lager - European Pale,Damm S. A.,3,29,23,11,5,15,55,6,72,3.019231,3.673077,3.211538,"Alrighty. Sell it cheap, that could work. 5/8",26
Koshihikari Echigo Beer,Lager - Japanese Rice,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,2,21,14,11,1,5,33,0,99,3.017857,3.196429,3.321429,If I'm drunk. This shit's gonna flow heavily! 6/8,56
Honey Brown Lager,Lager - European Dark,Big Rock Brewery,8,25,131,11,0,10,37,2,120,3.016129,3.33871,2.870968,"Alrighty. Sell it cheap, that could work. 5/8",31
Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),Lager - Vienna,Green Valley Brewing Company (Crooked Creek),8,48,34,20,0,12,63,4,58,3.014493,3.315217,3.039855,"Alrighty. Sell it cheap, that could work. 5/8",138
Cosmic Cream Ale,Cream Ale,Cameron's Brewing Co.,10,28,58,29,2,27,37,14,74,3.013158,3.171053,3.144737,"Alrighty. Sell it cheap, that could work. 5/8",38
Josephs Brau Summer Brew,Kölsch,Trader Joe's Brewing Company,2,38,30,32,6,37,55,4,79,3.010638,3.287234,3.021277,"Alrighty. Sell it cheap, that could work. 5/8",47
Saku Mõdu,Braggot,Saku Brewery LTD,3,0,7,3,0,3,0,0,4,3,2.5,3,"Alrighty. Sell it cheap, that could work. 5/8",1
Green Chile Lager,Chile Beer,Tommyknocker Brewery,25,19,7,1,6,3,31,118,38,3,3,3.5,If I'm drunk. This shit's gonna flow heavily! 6/8,1
Malmgård Jouluolut,Farmhouse Ale - Sahti,Malmgårdin Panimo,0,0,0,0,0,0,0,0,0,3,3.5,2.5,If I'm drunk. This shit's gonna flow heavily! 6/8,1
Orion Mugi Shokunin,Happoshu,"Orion Beer Co., Ltd.",1,9,8,1,0,1,10,0,10,3,3.5,3,"Alrighty. Sell it cheap, that could work. 5/8",1
Ginger Beard,Herb and Spice Beer,Wychwood Brewery Company Ltd,27,19,72,23,3,25,34,126,43,3,3.5,3,"Alrighty. Sell it cheap, that could work. 5/8",2
El Guapo Agave IPA,IPA - English,O'Connor Brewing Co.,18,30,29,28,0,31,46,5,24,3,3.5,3.333333,"Alrighty. Sell it cheap, that could work. 5/8",3
Nesher Malt,Kvass,Tempo Beer Industries LTD,4,10,35,0,0,2,5,0,38,3,3.25,2.5,Well. Sometimes you just have a bad day. Next time... 4/8,2
Danilo Classic Kvas,Kvass,"Darl, Tov",4,3,28,9,0,6,1,2,26,3,3.083333,3.333333,"Alrighty. Sell it cheap, that could work. 5/8",6
Danilo Pohmilny Kvas,Kvass,"Darl, Tov",3,3,19,6,0,4,1,4,19,3,3,3.25,"Alrighty. Sell it cheap, that could work. 5/8",2
Olimpia Kvas,Kvass,SP Etrus,0,0,0,1,0,1,0,0,0,3,3.25,3.75,If I'm drunk. This shit's gonna flow heavily! 6/8,2
Cypress Honey Lager,Lager - American Amber / Red,Granville Island Brewery,2,19,113,8,0,8,26,2,132,3,3.25,3.125,"Alrighty. Sell it cheap, that could work. 5/8",28
Craft Lager,Lager - American,Upslope Brewing Company,1,22,31,11,6,11,30,1,47,3,3.714286,3.357143,"Alrighty. Sell it cheap, that could work. 5/8",7
Kirin Premium Draft Beer,Lager - Japanese Rice,"Kirin Brewery Company, Limited",0,0,0,0,0,0,0,0,0,3,3.25,2.75,"Alrighty. Sell it cheap, that could work. 5/8",2
León,Lager - Munich Dunkel,Grupo Modelo S.A. de C.V.,2,22,37,3,0,3,22,3,65,2.953488,3.325581,3.151163,"Alrighty. Sell it cheap, that could work. 5/8",43
GösserBrauerei Göss (Brau Union),Lager - European Pale,Brauerei Göss (Brau Union),12,31,50,20,0,19,56,1,63,2.953125,3.28125,3.046875,"Alrighty. Sell it cheap, that could work. 5/8",64
Werewolf,Brown Ale - Belgian Dark,Rinkuškiai Alaus Darykloje,45,18,87,32,0,40,16,4,76,2.951923,3.278846,2.903846,Well. Sometimes you just have a bad day. Next time... 4/8,52
Pyramid Hefeweizen,Wheat Beer - Hefeweizen,"Pyramid Breweries, Inc.",1,17,23,39,0,55,20,19,40,2.948068,3.306763,2.995169,"Alrighty. Sell it cheap, that could work. 5/8",414
Murphy's Irish Red,Red Ale - Irish,Murphy Brewery Ireland Limited,8,34,45,14,0,20,50,3,80,2.94795,3.528391,3.143533,"Alrighty. Sell it cheap, that could work. 5/8",317
Heineken Oud Bruin,Lager - European Dark,Heineken Nederland B.V.,8,29,91,6,0,2,16,2,53,2.947368,3.394737,2.578947,Well. Sometimes you just have a bad day. Next time... 4/8,19
Oktoberfest,Lager - Märzen / Oktoberfest,Jacob Leinenkugel Brewing Company,3,26,36,10,0,9,28,9,65,2.947368,3.410526,2.953947,"Alrighty. Sell it cheap, that could work. 5/8",380
Trailhead,Lager - Vienna,Wellington County Brewery,6,44,48,19,3,20,63,1,71,2.94186,3.104651,2.813953,"Alrighty. Sell it cheap, that could work. 5/8",43
Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),Lager - American Amber / Red,Genesee Brewing Co. / Dundee Brewing Co.,2,7,58,4,0,3,8,1,63,2.937117,3.141871,3.081288,"Alrighty. Sell it cheap, that could work. 5/8",652
Hansa Imported Dortmunder,Lager - European / Dortmunder Export,Hansa Brauerei / Namibia Breweries,3,28,21,4,3,6,32,5,46,2.935484,3.290323,3,"Alrighty. Sell it cheap, that could work. 5/8",31
Green's Endeavour Dubbel Dark Ale,Dubbel,Green's Gluten Free Beers,13,13,120,55,0,76,27,16,64,2.935185,3.583333,2.509259,Well. Sometimes you just have a bad day. Next time... 4/8,54
Tennent's Lager,Lager - European Pale,Tennent Caledonian Breweries,6,26,26,24,0,17,37,0,47,2.932927,3.329268,3.170732,"Alrighty. Sell it cheap, that could work. 5/8",164
Samuel Adams Cranberry LambicBoston Beer Company (Samuel Adams),Fruit and Field Beer,Boston Beer Company (Samuel Adams),7,4,89,67,0,77,4,1,35,2.931917,3.325163,2.715686,Well. Sometimes you just have a bad day. Next time... 4/8,918
Shiner Light,Lager - Light,Spoetzl Brewery,5,24,33,5,0,5,35,0,60,2.924658,3.356164,3.143836,If I'm drunk. This shit's gonna flow heavily! 6/8,73
Guinness Black Lager,Lager - European Dark,Guinness Ltd.,4,14,14,3,0,5,7,0,30,2.924107,3.631696,2.948661,"Alrighty. Sell it cheap, that could work. 5/8",224
Mississippi Mud Black & Tan,Porter - American,Mississippi Brewing Co.,4,25,26,1,1,1,15,3,57,2.923729,3.444915,2.935028,"Alrighty. Sell it cheap, that could work. 5/8",354
Super Bock Stout,Lager - European Dark,UNICER União Cervejeira S.A.,6,42,58,10,0,12,24,5,79,2.923077,3.461538,3.153846,"Alrighty. Sell it cheap, that could work. 5/8",13
Kronenbourg 1664,Lager - European Pale,Brasseries Kronenbourg,6,34,26,11,2,6,55,8,40,2.920375,3.30445,3.152225,"Alrighty. Sell it cheap, that could work. 5/8",427
Original Organic Lager,Lager - European Pale,Mill Street Brew Pub,4,27,16,13,5,10,54,4,57,2.919753,3.154321,3.117284,"Alrighty. Sell it cheap, that could work. 5/8",81
Rochester Red,Lager - American Amber / Red,Rochester Mills Beer Co.,3,27,48,13,0,15,37,1,81,2.916667,3.75,3.166667,If I'm drunk. This shit's gonna flow heavily! 6/8,6
Efes Pilsener,Lager - European Pale,Anadolu Efes Brewery,9,31,26,14,3,7,67,7,67,2.903509,3.076754,3.008772,"Alrighty. Sell it cheap, that could work. 5/8",228
Redbridge,Lager - American Amber / Red,Anheuser-Busch,9,18,55,46,3,35,45,9,43,2.90107,3.248663,2.887701,Well. Sometimes you just have a bad day. Next time... 4/8,187
Kirin Enjuku Kuro,Happoshu,"Kirin Brewery Company, Limited",1,2,9,0,0,0,2,0,21,2.9,3,3.1,If I'm drunk. This shit's gonna flow heavily! 6/8,5
Amsterdam Navigator 8-4,Lager - European Strong,Grolsch Bierbrouwerij N.V.,19,18,63,13,0,15,20,2,30,2.9,3.2,2.4,Terrible brew dude. Try again. 3/8,5
Rickard's Dark,Porter - English,Molson Coors Canada,6,31,98,10,0,12,17,5,106,2.891892,3.135135,2.743243,Well. Sometimes you just have a bad day. Next time... 4/8,37
Kirin Enjuku,Happoshu,"Kirin Brewery Company, Limited",1,8,9,4,0,2,12,0,18,2.888889,3.333333,3.166667,If I'm drunk. This shit's gonna flow heavily! 6/8,9
Gulpener Gladiator Robuust Bier,Lager - European Strong,Gulpener Bierbrouwerij B.V.,25,14,17,10,0,10,16,0,26,2.888889,3.166667,2.777778,"Alrighty. Sell it cheap, that could work. 5/8",9
Dos Equis Ambar,Lager - Vienna,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",3,28,53,11,3,10,57,16,94,2.884164,3.279326,3.08871,"Alrighty. Sell it cheap, that could work. 5/8",682
Zywiec BeerZywiec Breweries PLC (Heineken),Lager - European Pale,Zywiec Breweries PLC (Heineken),7,38,44,17,2,22,57,4,51,2.88244,3.209821,3.03125,"Alrighty. Sell it cheap, that could work. 5/8",336
Okocim MocneBrowar Okocim S.A. (Carlsberg),Lager - European Strong,Browar Okocim S.A. (Carlsberg),44,23,59,15,1,18,25,1,78,2.880435,3.26087,2.918478,"Alrighty. Sell it cheap, that could work. 5/8",92
P.J.W. Copper Lager,Lager - Vienna,Victory Brewing Company,1,13,22,7,0,5,22,2,39,2.875,3.75,3.875,If I'm drunk. This shit's gonna flow heavily! 6/8,4
Gerstel Non Alcoholic,Low Alcohol Beer,Privatbrauerei Eichbaum GmbH & Co. KG,7,33,40,11,4,3,43,1,64,2.875,3.5,3,Well. Sometimes you just have a bad day. Next time... 4/8,12
Ruddy Wheat,Wheat Beer - American Dark,Weston Brewing Company & O'Malley's Pub,3,3,10,4,1,3,7,1,18,2.875,3,2.75,"Alrighty. Sell it cheap, that could work. 5/8",4
Mickey's,Lager - Malt Liquor,Miller Brewing Co.,15,16,28,4,0,5,20,1,58,2.435315,2.772727,2.730769,Well. Sometimes you just have a bad day. Next time... 4/8,286
Michelob Ultra Lime & Prickly Pear Cactus,Lager - Light,Anheuser-Busch,7,16,28,96,3,100,33,0,23,2.434066,2.384615,2.357143,Well. Sometimes you just have a bad day. Next time... 4/8,91
Siwo,Lager - Japanese Rice,"Hangzhou Xihu Beer Asahi Co. , Ltd.",6,8,6,5,1,6,9,0,26,2.423077,2.423077,2.461538,Well. Sometimes you just have a bad day. Next time... 4/8,13
Rolling Rock Extra Pale,Lager - Adjunct,Latrobe Brewing Co.,14,10,10,7,5,2,19,1,37,2.422051,2.646067,2.642556,"Alrighty. Sell it cheap, that could work. 5/8",712
Labatt Blue,Lager - Adjunct,Labatt Brewing Company Ltd.,6,15,36,9,3,23,20,2,32,2.406096,2.69028,2.672982,"Alrighty. Sell it cheap, that could work. 5/8",607
Genny Light,Lager - Light,Genesee Brewing Co. / Dundee Brewing Co.,5,6,20,10,0,9,10,2,24,2.389706,2.625,2.588235,Well. Sometimes you just have a bad day. Next time... 4/8,68
Tecate,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1,12,27,17,0,20,17,2,24,2.38866,2.73299,2.591753,Well. Sometimes you just have a bad day. Next time... 4/8,485
Hite,Lager - European Pale,Hite Brewery Company LTD,7,16,14,4,1,2,19,4,41,2.37156,2.559633,2.440367,Well. Sometimes you just have a bad day. Next time... 4/8,109
Old Monk 10000,Lager - Malt Liquor,Mohan Breweries & Distilleries Ltd,22,13,56,29,0,29,19,13,53,2.370968,2.66129,2.209677,Terrible brew dude. Try again. 3/8,31
Michelob Ultra Fruit Pomegranate Raspberry,Lager - Light,Anheuser-Busch,4,10,80,29,0,76,11,1,17,2.357955,2.284091,2.096591,Terrible brew dude. Try again. 3/8,88
Presidente Light,Lager - Light,Cerveceria Nacional Dominicana,7,14,23,18,0,17,18,2,54,2.357143,2.821429,2.464286,Well. Sometimes you just have a bad day. Next time... 4/8,14
Special Brew,Lager - European Strong,Carlsberg Danmark A/S,78,15,37,6,2,11,11,6,39,2.352941,2.705882,2.323529,Terrible brew dude. Try again. 3/8,17
Iron City Beer,Lager - Adjunct,Pittsburgh Brewing Co.,4,13,10,6,0,4,13,0,31,2.34542,2.646947,2.526718,Well. Sometimes you just have a bad day. Next time... 4/8,262
Michelob Ultra Amber,Lager - Light,Anheuser-Busch,6,25,30,4,3,3,49,6,66,2.343949,2.786624,2.404459,Well. Sometimes you just have a bad day. Next time... 4/8,157
Old Milwaukee Beer,Lager - Adjunct,Pabst Brewing Company,3,11,10,3,0,4,17,4,29,2.343882,2.584388,2.533755,Well. Sometimes you just have a bad day. Next time... 4/8,237
St. Pauli N. A.,Low Alcohol Beer,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,18,16,16,7,4,2,34,4,50,2.342105,2.991228,2.254386,Terrible brew dude. Try again. 3/8,57
Steel Reserve 211 Triple Export,Lager - Malt Liquor,Steel Brewing Company,44,17,38,8,0,6,19,5,73,2.33871,3.016129,2.435484,Well. Sometimes you just have a bad day. Next time... 4/8,31
Country Club Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,35,18,48,17,0,13,20,1,84,2.337838,2.864865,2.621622,Well. Sometimes you just have a bad day. Next time... 4/8,37
Landshark Lager,Lager - Adjunct,Margaritaville Brewing Co.,9,15,31,14,1,18,19,3,43,2.334177,2.791139,2.487342,Well. Sometimes you just have a bad day. Next time... 4/8,395
Fentimans Full Bodied Shandy,Low Alcohol Beer,Fentimans Ltd.,7,8,14,25,0,31,11,4,11,2.333333,3.5,2.333333,Well. Sometimes you just have a bad day. Next time... 4/8,3
O'Doul's Amber,Low Alcohol Beer,Anheuser-Busch,34,33,57,17,3,14,57,4,94,2.313725,2.941176,2.338235,Terrible brew dude. Try again. 3/8,102
Norrlands Guld Export,Lager - European / Dortmunder Export,Spendrups Bryggeri AB,8,22,16,10,0,6,25,0,23,2.3125,2.9375,2.46875,Well. Sometimes you just have a bad day. Next time... 4/8,16
Molson Ice,Lager - Adjunct,Molson Coors Canada,22,18,24,12,4,8,38,3,55,2.309816,2.812883,2.625767,Well. Sometimes you just have a bad day. Next time... 4/8,163
Stack 101 High Gravity Smooth Lager,Lager - Malt Liquor,United Brands Company,42,18,60,45,1,51,19,2,58,2.307692,2.846154,2.019231,Good Lord! What an ugly soup you brew! 2/8,26
Lone Star Beer,Lager - Adjunct,Pabst Brewing Company,7,21,22,6,2,3,29,1,46,2.305128,2.55641,2.487179,Well. Sometimes you just have a bad day. Next time... 4/8,195
Bud Light Lime,Lager - Light,Anheuser-Busch,15,18,15,72,6,70,28,6,44,2.294118,2.401961,2.337691,Well. Sometimes you just have a bad day. Next time... 4/8,459
Steel Reserve 211 (High Gravity),Lager - Malt Liquor,Steel Brewing Company,25,3,19,2,1,2,3,0,30,2.292391,2.752174,2.454348,Well. Sometimes you just have a bad day. Next time... 4/8,460
Sol,Lager - Adjunct,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",2,9,20,9,0,7,10,1,27,2.288779,2.579208,2.442244,Well. Sometimes you just have a bad day. Next time... 4/8,303
Zhujiang Beer,Lager - Japanese Rice,Guangzhou Zhujiang Brewery Co. Ltd.,3,6,6,5,0,3,9,0,23,2.285714,2.357143,2.214286,Terrible brew dude. Try again. 3/8,7
St. Ides High Gravity Malt Liquor,Lager - Malt Liquor,Saint Ides Brewing Company,40,19,39,6,3,4,45,6,91,2.262821,2.820513,2.185897,Terrible brew dude. Try again. 3/8,78
Milwaukee's Best,Lager - Adjunct,Miller Brewing Co.,11,15,15,11,4,5,38,2,53,2.25,2.75,1.5,Terrible brew dude. Try again. 3/8,2
Busch NA,Low Alcohol Beer,Anheuser-Busch,20,9,5,4,1,1,13,0,40,2.25,2.705882,2.426471,Terrible brew dude. Try again. 3/8,34
Miller High Life Light,Lager - Light,Miller Brewing Co.,5,6,7,0,1,0,8,0,18,2.248756,2.701493,2.427861,Well. Sometimes you just have a bad day. Next time... 4/8,201
Taiwan Beer Draft Beer Only 18 Days,Lager - Japanese Rice,Taiwan Tobacco & Liquor Corporation,0,0,0,0,0,0,0,0,0,2.24359,2.358974,2.333333,Well. Sometimes you just have a bad day. Next time... 4/8,39
O'Doul's,Low Alcohol Beer,Anheuser-Busch,24,20,12,8,3,1,41,6,62,2.241007,2.489209,2.28777,Well. Sometimes you just have a bad day. Next time... 4/8,139
Beck's Light,Lager - Light,Brauerei Beck & Co.,4,24,14,6,0,4,29,0,24,2.234375,2.390625,2.203125,Well. Sometimes you just have a bad day. Next time... 4/8,64
Beck's Non-Alcoholic,Low Alcohol Beer,Brauerei Beck & Co.,34,23,24,6,4,6,48,6,59,2.234375,3.03125,2.09375,Terrible brew dude. Try again. 3/8,32
Amstel Light,Lager - Light,Amstel Brouwerij B. V.,2,36,21,11,4,4,65,6,71,2.231183,2.568817,2.363441,Well. Sometimes you just have a bad day. Next time... 4/8,465
Old Milwaukee Non Alcoholic,Low Alcohol Beer,Pabst Brewing Company,20,14,17,4,0,1,15,1,44,2.209677,2.709677,2.306452,Well. Sometimes you just have a bad day. Next time... 4/8,31
Faxe Extra Strong,Lager - European Strong,Royal Unibrew A/S,77,33,59,31,1,36,31,4,32,2.205128,2.858974,2,Terrible brew dude. Try again. 3/8,39
Heineken Premium Light Lager,Lager - Light,Heineken Nederland B.V.,5,20,3,8,5,3,42,4,54,2.202222,2.588889,2.257778,Well. Sometimes you just have a bad day. Next time... 4/8,225
Michelob Light,Lager - Light,Anheuser-Busch,3,21,20,7,0,6,23,0,49,2.20098,2.458333,2.355392,Well. Sometimes you just have a bad day. Next time... 4/8,204
Budweiser,Lager - Adjunct,Anheuser-Busch,4,15,16,10,0,6,15,3,50,2.189644,2.516476,2.420309,Well. Sometimes you just have a bad day. Next time... 4/8,1487
Alkoholfrei,Low Alcohol Beer,Bitburger Brauerei,13,25,10,2,3,0,55,5,37,2.1875,2.875,2.1875,Terrible brew dude. Try again. 3/8,8
Tennent's Super Strong Lager,Lager - European Strong,Tennent Caledonian Breweries,76,16,53,22,0,10,17,1,49,2.177419,2.870968,2.354839,Terrible brew dude. Try again. 3/8,31
Clear Creek Ice,Lager - Malt Liquor,Minhas Craft Brewery,28,2,46,10,0,7,3,0,31,2.175,2.65,2.425,Well. Sometimes you just have a bad day. Next time... 4/8,20
Icehouse,Lager - Adjunct,Miller Brewing Co.,19,16,22,3,0,2,19,4,26,2.173716,2.490937,2.339879,Well. Sometimes you just have a bad day. Next time... 4/8,331
Colt 45 Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,18,20,28,15,6,6,38,1,73,2.170732,2.577236,2.45935,Well. Sometimes you just have a bad day. Next time... 4/8,246
Bière Du Démon,Lager - European Strong,Les Brasseurs de Gayant,70,12,33,8,1,11,6,0,27,2.166667,2.583333,1.866667,Good Lord! What an ugly soup you brew! 2/8,30
Dog Bite High Gravity Lager,Lager - Malt Liquor,Genesee Brewing Co. / Dundee Brewing Co.,39,23,44,15,0,14,24,1,43,2.166667,2.742424,2.181818,Terrible brew dude. Try again. 3/8,33
ThomasBrau,Low Alcohol Beer,Paulaner Brauerei GmbH & Co. KG,31,24,42,7,3,11,30,0,62,2.15625,2.96875,2.3125,Well. Sometimes you just have a bad day. Next time... 4/8,16
Kronenbourg 1664 Blanc,Wheat Beer - Witbier,Brasseries Kronenbourg,8,22,48,54,3,86,63,42,48,2.155172,2.810345,2.034483,Terrible brew dude. Try again. 3/8,29
Kirin Lager,Lager - Japanese Rice,"Kirin Brewery Company, Limited",5,14,11,4,2,5,20,1,48,2.134921,2.52381,2.142857,Well. Sometimes you just have a bad day. Next time... 4/8,63
Miller Genuine Draft,Lager - Adjunct,Miller Brewing Co.,3,7,23,11,2,8,9,0,35,2.127677,2.579077,2.295717,Well. Sometimes you just have a bad day. Next time... 4/8,607
Olde English 800 High Gravity,Lager - Malt Liquor,Miller Brewing Co.,32,13,40,12,0,10,16,0,43,2.12766,2.723404,2.361702,Terrible brew dude. Try again. 3/8,47
Jokki (Jug Nama),Happoshu,Suntory,2,2,10,3,1,1,2,0,4,2.125,2.875,2,Terrible brew dude. Try again. 3/8,4
Kirin Bar Beer,Lager - Japanese Rice,"Kirin Brewery Company, Limited",0,1,2,1,0,0,1,1,2,2.125,2.75,2.25,Well. Sometimes you just have a bad day. Next time... 4/8,4
Tecate Light,Lager - Light,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",7,26,24,19,3,16,50,4,82,2.125,2.4375,2.203125,Well. Sometimes you just have a bad day. Next time... 4/8,32
Kirin Light Beer,Lager - Light,"Kirin Brewery Company, Limited",3,14,13,7,0,7,17,1,32,2.113208,2.245283,2.04717,Terrible brew dude. Try again. 3/8,53
Red Dog,Lager - Adjunct,Miller Brewing Co.,6,17,14,7,3,3,35,5,38,2.111111,2.319444,2.288889,Well. Sometimes you just have a bad day. Next time... 4/8,180
Beck's Premier Light,Lager - Light,Brauerei Beck & Co.,0,16,7,4,1,5,22,1,30,2.102564,2.262821,2.134615,Terrible brew dude. Try again. 3/8,78
Milwaukee's Best Ice,Lager - Adjunct,Miller Brewing Co.,29,19,23,7,3,6,34,3,57,2.1,2.597143,2.268571,Well. Sometimes you just have a bad day. Next time... 4/8,175
Hurricane Malt Liquor,Lager - Malt Liquor,Anheuser-Busch,12,12,49,21,1,15,16,1,62,2.077465,2.535211,2.183099,Terrible brew dude. Try again. 3/8,71
King Cobra Premium Malt Liquor,Lager - Malt Liquor,Anheuser-Busch,28,17,47,12,1,8,20,3,77,2.059748,2.393082,2.216981,Terrible brew dude. Try again. 3/8,159
Michelob Golden Draft Light,Lager - Light,Anheuser-Busch,5,9,10,7,2,6,16,1,42,2.028736,2.350575,2.224138,Well. Sometimes you just have a bad day. Next time... 4/8,87
