Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Stegmaier Brewhouse Bock,Bock - Traditional,"Lion Brewery, Inc.",19,19,86,17,0,21,18,4,101,3.68,3.74,3.76,"alrighty. Sell it cheap, that could work.",50
El Mole Ocho,Herb and Spice Beer,New Holland Brewing Company,43,56,132,34,0,47,29,100,128,3.679487,3.645299,3.649573,"alrighty. Sell it cheap, that could work.",117
Bornem Double,Dubbel,Brouwerij Van Steenberge N.V.,15,19,100,25,0,56,15,22,72,3.679319,3.996073,3.643979,"alrighty. Sell it cheap, that could work.",382
Organic Ur Pils,Pilsner - German,Brauerei Pinkus Mueller,12,42,38,31,10,28,91,11,95,3.67907,3.669767,3.767442,"alrighty. Sell it cheap, that could work.",215
Little Dog,Bitter - English,Hair of the Dog Brewing Company / Brewery and Tasting Room,8,44,13,24,3,26,61,9,53,3.678571,3.607143,3.75,"alrighty. Sell it cheap, that could work.",14
Monkey Wrench Strong Ale,Strong Ale - English,Daleside Brewery,25,40,79,25,1,35,40,7,114,3.678571,3.794643,3.875,"alrighty. Sell it cheap, that could work.",56
Grimbergen Dubbel,Dubbel,Brouwerij Alken-Maes,11,20,100,31,0,52,16,10,66,3.678251,3.964126,3.762332,"alrighty. Sell it cheap, that could work.",446
Over Ale,Brown Ale - American,Half Acre Beer Company,6,59,56,10,0,12,80,4,113,3.678218,3.940594,3.861386,"alrighty. Sell it cheap, that could work.",101
Winterbraun,Winter Warmer,Lost Coast Brewery and Cafe,35,52,77,17,2,29,37,27,126,3.678218,3.782178,3.809406,"alrighty. Sell it cheap, that could work.",202
SOS (Save Our Shore),Pilsner - German,Abita Brewing Co.,9,61,38,36,4,43,101,20,76,3.677725,3.952607,3.71564,"alrighty. Sell it cheap, that could work.",211
Old Slug Porter,Porter - English,RCH Brewery,14,60,75,27,0,33,29,10,127,3.676471,4.014706,3.77451,"alrighty. Sell it cheap, that could work.",102
Titanic Stout,Stout - English,Titanic Brewery,7,64,46,19,0,17,40,9,86,3.676471,4.235294,3.970588,"alrighty. Sell it cheap, that could work.",17
Jinx,Scotch Ale / Wee Heavy,Magic Hat Brewing Company,18,15,56,11,0,14,15,39,66,3.675749,3.783379,3.850136,"alrighty. Sell it cheap, that could work.",367
St. Louis Premium Framboise,Lambic - Fruit,Brouwerij Van Honsebrouck N.V.,8,7,159,84,0,115,9,4,17,3.675676,3.743243,3.513514,"alrighty. Sell it cheap, that could work.",37
Heavy Horse Scotch Ale,Scotch Ale / Wee Heavy,Big Sky Brewing Company,30,28,111,25,0,41,37,14,119,3.675,3.891667,3.691667,"alrighty. Sell it cheap, that could work.",60
Rum Cask Oak Aged Beer,Scotch Ale / Wee Heavy,Innis & Gunn,67,16,62,6,0,24,15,23,49,3.674863,3.806011,3.663934,"alrighty. Sell it cheap, that could work.",183
Domaine DuPage French Style Country Ale,Farmhouse Ale - Bière de Garde,Two Brothers Brewing Company,7,29,53,17,0,18,47,12,69,3.672986,3.732227,3.792654,"alrighty. Sell it cheap, that could work.",422
La Trappe Blond (Koningshoeven / Dominus),Blonde Ale - Belgian,Bierbrouwerij De Koningshoeven B.V.,28,28,61,45,0,52,36,25,45,3.672662,3.820144,3.669065,"alrighty. Sell it cheap, that could work.",139
White Rascal,Wheat Beer - Witbier,Avery Brewing Company,7,9,7,38,1,46,19,23,27,3.672282,3.672282,3.669219,"alrighty. Sell it cheap, that could work.",653
Full Moon Pale Rye Ale,Rye Beer,Real Ale Brewing Company,8,58,39,39,0,42,71,13,111,3.671667,3.761667,3.823333,"alrighty. Sell it cheap, that could work.",300
Experimental Raspberry,Lambic - Fruit,Hanssens Artisanaal bvba,15,3,119,241,5,138,15,7,23,3.671429,3.392857,3.35,"alrighty. Sell it cheap, that could work.",70
Ard Ri,Red Ale - Imperial,Upland Brewing Company,31,85,87,33,0,32,97,4,132,3.671429,3.978571,3.692857,"alrighty. Sell it cheap, that could work.",70
Weiss Principal Imperial Hefe,Bock - Weizenbock,Peak Organic Brewing Company,35,79,32,85,0,91,97,42,35,3.670732,4.012195,3.341463,"alrighty. Sell it cheap, that could work.",41
Penetration Porter,Porter - Robust,Kuhnhenn Brewing Company,15,76,76,35,1,22,43,19,113,3.670732,3.914634,3.890244,"alrighty. Sell it cheap, that could work.",41
Hacker-Pschorr Münchner Hell,Lager - Helles,Hacker-Pschorr Bräu GmbH,8,36,24,17,1,15,60,4,60,3.670455,3.875,3.863636,savvy mate! even sober people will love it.,44
Trumer Pils,Pilsner - German,Trumer Brauerei Berkeley,8,37,28,21,2,25,53,7,36,3.670306,3.796943,3.823144,savvy mate! even sober people will love it.,229
Shotgun Betty Hefeweizen Ale,Wheat Beer - Hefeweizen,Lonerider Brewing,6,12,16,22,0,57,14,32,37,3.669811,3.754717,3.801887,"alrighty. Sell it cheap, that could work.",53
La Choulette Blonde,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,29,16,99,94,0,76,33,27,49,3.669643,3.776786,3.5625,"alrighty. Sell it cheap, that could work.",56
Oktoberfest Bier (Oktoberfest Wiesn),Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.854839,savvy mate! even sober people will love it.,124
Blonde Double MaiBock,Bock - Maibock,Stoudts Brewing Co.,20,38,83,36,0,43,53,9,87,3.668571,3.911429,3.82,"alrighty. Sell it cheap, that could work.",175
Nut Brown Ale,Brown Ale - English,Ithaca Beer Company,18,53,62,4,0,6,35,15,168,3.668421,3.597368,3.65,"alrighty. Sell it cheap, that could work.",190
Franziskaner Weissbier Kristallklar,Wheat Beer - Kristallweizen,Spaten-Franziskaner-Bräu,12,24,25,37,0,65,28,32,47,3.668421,3.836842,3.694737,"alrighty. Sell it cheap, that could work.",95
Hofbräu Münchner Weisse,Wheat Beer - Hefeweizen,Hofbräuhaus München,4,11,25,16,1,51,11,37,44,3.667774,3.863787,3.782392,"alrighty. Sell it cheap, that could work.",301
Pugsley's Signature Series: Barley Wine,Barleywine - English,Shipyard Brewing Co.,30,65,124,42,0,63,54,20,130,3.666667,3.949612,3.604651,"alrighty. Sell it cheap, that could work.",129
Leffe Rossa,Brown Ale - Belgian Dark,Abbaye de Leffe S.A.,12,11,49,18,0,18,13,24,48,3.666667,3.666667,3.333333,"alrighty. Sell it cheap, that could work.",3
Blind Ambition,Brown Ale - Belgian Dark,Ladyface Ale Companie,6,6,16,7,1,7,7,3,18,3.666667,4,3.833333,savvy mate! even sober people will love it.,3
Hop Common,California Common / Steam Beer,Peekskill Brewery,4,55,12,33,0,34,77,2,39,3.666667,3.888889,4.055556,"alrighty. Sell it cheap, that could work.",9
Mosquito Beach,California Common / Steam Beer,Lake Louie Brewery Company,4,33,41,14,3,22,54,3,75,3.666667,3.916667,3.916667,savvy mate! even sober people will love it.,12
Aftershock,California Common / Steam Beer,Palmetto Brewing Company,3,11,6,8,0,5,11,2,11,3.666667,3.833333,3.5,"alrighty. Sell it cheap, that could work.",3
Grazias,Cream Ale,Mike Hess Brewing,14,37,53,15,0,17,41,12,118,3.666667,3.583333,3.666667,"alrighty. Sell it cheap, that could work.",6
Sterkens Dubbel Ale,Dubbel,Brouwerij Sterkens N.V.,31,16,133,36,0,81,32,22,80,3.666667,3.608527,3.670543,"alrighty. Sell it cheap, that could work.",129
Asahi Honnama Gold,Happoshu,Asahi Breweries Ltd,1,4,3,0,0,1,4,0,4,3.666667,3,3.333333,"alrighty. Sell it cheap, that could work.",3
Black Racer,IPA - Black / Cascadian Dark Ale,Bear Republic Brewing Co.,11,148,65,43,0,54,142,14,134,3.666667,3.666667,4,savvy mate! even sober people will love it.,3
Winter Skål,Lager - American Amber / Red,Capital Brewery,13,49,54,14,1,15,69,9,123,3.666667,3.77907,3.794574,"alrighty. Sell it cheap, that could work.",129
Žatec Dark Lager,Lager - European Dark,Žatecký Pivovar,10,64,68,9,0,15,49,4,115,3.666667,4.041667,3.861111,"alrighty. Sell it cheap, that could work.",36
Hotter Than Helles Lager,Lager - Helles,Cigar City Brewing,5,40,29,24,0,22,62,16,53,3.666667,3.833333,3.833333,"alrighty. Sell it cheap, that could work.",6
Helles Belles,Lager - Helles,Ninkasi Brewing Company,4,31,19,15,3,11,59,5,50,3.666667,4,4,"alrighty. Sell it cheap, that could work.",3
Kubelbier,Lager - Kellerbier / Zwickelbier,Brauerei Hofstetten Krammer GmbH & Co. KG,12,67,57,44,0,46,86,18,108,3.666667,3.871795,3.807692,"alrighty. Sell it cheap, that could work.",39
Deep Purple Rauchbier,Lager - Rauchbier,Marshall Wharf Brewing Company / Three Tides Restaurant,4,3,16,6,0,6,5,38,18,3.666667,3.583333,3.25,"alrighty. Sell it cheap, that could work.",6
Danish Red Lager,Lager - Vienna,Figueroa Mountain Brewing Co.,8,27,51,15,0,17,38,2,88,3.666667,3.5,3.833333,"alrighty. Sell it cheap, that could work.",3
Lambik (3 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,0,2,4,17,0,5,1,4,5,3.666667,3.666667,4.5,savvy mate! even sober people will love it.,3
Spring Mild,Mild Ale - English Pale,The Ship Inn,1,6,7,3,0,0,4,1,16,3.666667,3.666667,3.666667,"alrighty. Sell it cheap, that could work.",3
Dark & Handsome,Old Ale,Box Steam Brewery,10,77,54,33,0,44,47,17,108,3.666667,3.472222,3.583333,"alrighty. Sell it cheap, that could work.",18
Summer Pilsner Fusion,Pilsner - Imperial,Element Brewing Company,23,38,37,28,3,31,72,10,73,3.666667,3.944444,3.833333,savvy mate! even sober people will love it.,9
Grand Imperial Porter,Porter - Baltic,Browar Amber,26,58,141,25,0,55,31,14,122,3.666667,3.822222,3.766667,"alrighty. Sell it cheap, that could work.",45
Anvil Porter,Porter - English,French Broad Brewing Co.,9,67,81,8,0,2,23,6,133,3.666667,3.761905,3.738095,"alrighty. Sell it cheap, that could work.",21
Lavery Imperial Red Ale,Red Ale - Imperial,Lavery Brewing Company,3,61,23,17,0,20,76,2,44,3.666667,4.166667,3.75,"alrighty. Sell it cheap, that could work.",6
Aviator Red,Red Ale - Irish,Flying Bison Brewing Company,6,44,76,15,0,23,53,11,109,3.666667,3.923077,3.775641,"alrighty. Sell it cheap, that could work.",78
Roggen,Rye Beer - Roggenbier,Taps Fish House & Brewery,1,0,2,2,0,9,0,7,14,3.666667,3.5,3.5,"alrighty. Sell it cheap, that could work.",3
Oud Bruin Belgian Style Ale,Sour - Flanders Oud Bruin,Grand Teton Brewing Co.,15,22,103,147,0,77,23,15,75,3.666667,3.833333,3.366667,"alrighty. Sell it cheap, that could work.",15
Hopback Entire Stout,Stout - English,Hop Back Brewery plc,13,63,46,18,0,13,41,8,115,3.666667,3.875,3.702381,"alrighty. Sell it cheap, that could work.",84
Boatswain H.L.V. Ale (Heavy Lift Vessel),Strong Ale - American,Minhas Craft Brewery,23,39,42,13,0,22,49,7,37,3.666667,3.833333,4.166667,"alrighty. Sell it cheap, that could work.",3
Piraat,Strong Ale - Belgian Pale,Brouwerij Van Steenberge N.V.,40,23,111,58,6,82,23,34,86,3.666667,4,4.333333,savvy mate! even sober people will love it.,3
Peculiar,Strong Ale - English,Granite Brewery & Restaurant,17,40,81,30,1,34,45,19,97,3.666667,3.880952,3.952381,"alrighty. Sell it cheap, that could work.",21
Weisse Dunkel,Wheat Beer - Dunkelweizen,Brauerei Gebrüder Maisel GmbH & Co.,9,15,71,38,0,64,13,40,111,3.666667,3.833333,3.666667,"alrighty. Sell it cheap, that could work.",12
Schneider Weisse Tap 1 Mein Blondes,Wheat Beer - Hefeweizen,Weisses Bräuhaus G. Schneider & Sohn GmbH,14,8,28,35,0,60,14,40,36,3.666667,3.833333,3.416667,"alrighty. Sell it cheap, that could work.",6
Gaelic Ale,Red Ale - American Amber / Red,Highland Brewing,5,61,41,13,0,12,74,4,57,3.665904,3.82151,3.869565,"alrighty. Sell it cheap, that could work.",437
Organic Pale AleSamuel Smith Old Brewery (Tadcaster),Pale Ale - English,Samuel Smith Old Brewery (Tadcaster),5,31,42,18,1,26,41,4,72,3.665644,3.93865,3.852761,"alrighty. Sell it cheap, that could work.",652
Imperial Nut Brown Ale,Brown Ale - American,Tommyknocker Brewery,40,60,131,16,0,25,44,4,167,3.665094,3.691824,3.727987,"alrighty. Sell it cheap, that could work.",318
Oatmeal Stout,Stout - Oatmeal,Breckenridge Brewery,6,75,56,6,1,7,39,9,151,3.663953,3.931395,3.669767,"alrighty. Sell it cheap, that could work.",430
Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),Lager - Vienna,Boston Beer Company (Samuel Adams),4,41,33,10,0,7,54,7,83,3.663358,3.886476,3.872415,savvy mate! even sober people will love it.,2418
BiFrost,Winter Warmer,Elysian Brewing Company,21,55,60,62,0,96,94,14,71,3.663043,3.960145,3.811594,"alrighty. Sell it cheap, that could work.",138
Schwarzbier,Lager - Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co.,13,59,51,17,1,13,41,24,123,3.66259,4.041007,3.890647,savvy mate! even sober people will love it.,695
Jenlain Ambrée,Farmhouse Ale - Bière de Garde,Brasserie Duyck,18,29,121,37,0,47,34,15,100,3.6625,3.81,3.75,"alrighty. Sell it cheap, that could work.",200
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,Ceres Brewery (Royal Unibrew),28,56,67,13,0,16,27,4,100,3.66,3.66,3.68,"alrighty. Sell it cheap, that could work.",25
Elm City Lager,Pilsner - German,New England Brewing Co.,6,56,18,21,2,21,79,5,56,3.659722,3.815972,3.829861,savvy mate! even sober people will love it.,144
Cabin Fever Ale,Winter Warmer,Berkshire Brewing Company Inc.,25,40,75,34,1,38,53,34,89,3.658451,3.93662,3.84507,"alrighty. Sell it cheap, that could work.",142
Brother David's Belgian-style Double Ale,Dubbel,Anderson Valley Brewing Company,43,33,145,50,1,90,42,40,104,3.658103,3.63834,3.579051,"alrighty. Sell it cheap, that could work.",253
Black Hatter,IPA - Black / Cascadian Dark Ale,New Holland Brewing Company,23,113,63,70,0,77,142,8,104,3.657407,4,3.657407,"alrighty. Sell it cheap, that could work.",54
Winter Bock,Bock - Doppelbock,Gordon Biersch Brewery Restaurant,14,18,91,10,0,20,14,16,113,3.657143,3.838095,3.72381,"alrighty. Sell it cheap, that could work.",105
Noire De Chambly / Chambly Noire,Brown Ale - Belgian Dark,Unibroue,25,18,89,61,0,76,22,66,58,3.656786,3.872075,3.665367,"alrighty. Sell it cheap, that could work.",641
Pugsley's Signature Series: Smashed Pumpkin,Pumpkin Beer,Shipyard Brewing Co.,48,8,42,17,1,77,16,61,51,3.656667,3.771667,3.586667,"alrighty. Sell it cheap, that could work.",300
Casco Bay Riptide Red Ale,Red Ale - Irish,Casco Bay Brewing Co.,12,47,58,15,0,20,62,6,102,3.656566,3.848485,3.90404,"alrighty. Sell it cheap, that could work.",99
Truck Stop Honey Brown Ale,Brown Ale - English,Back Forty Beer Co.,4,15,97,8,0,6,30,2,135,3.65625,3.46875,3.5625,"alrighty. Sell it cheap, that could work.",16
The Detroit Dwarf,Altbier,Detroit Beer Co.,13,42,68,25,0,29,54,12,70,3.655172,3.931034,3.689655,"alrighty. Sell it cheap, that could work.",29
Nanny State,Low Alcohol Beer,BrewDog,37,118,48,57,2,89,146,15,89,3.655172,3.775862,2.62069,"alrighty. Sell it cheap, that could work.",29
Moonraker AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,41,20,97,37,0,69,15,25,77,3.655172,3.625,3.642241,"alrighty. Sell it cheap, that could work.",116
Southern Pecan,Brown Ale - English,Lazy Magnolia Brewing Company,6,24,69,9,0,15,33,6,149,3.655128,3.671795,3.832051,"alrighty. Sell it cheap, that could work.",390
Back In Black,IPA - Black / Cascadian Dark Ale,21st Amendment Brewery,7,95,23,19,0,20,92,11,91,3.654599,4.024462,3.610568,"alrighty. Sell it cheap, that could work.",511
Flensburger Dunkel,Lager - Munich Dunkel,Flensburger Brauerei GmbH Und Co. KG,11,44,59,12,0,15,76,25,144,3.654255,3.87234,3.739362,"alrighty. Sell it cheap, that could work.",94
Undressed,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,19,24,74,221,1,113,28,4,56,3.653846,3.846154,3.884615,"alrighty. Sell it cheap, that could work.",13
Mild Winter,Mild Ale - English Dark,Goose Island Beer Co.,17,35,99,21,0,33,41,19,163,3.652249,3.920415,3.846021,"alrighty. Sell it cheap, that could work.",289
PENNdemonium,Bock - Maibock,Pennsylvania Brewing Company,36,53,100,47,1,70,73,13,109,3.652174,3.73913,3.753623,"alrighty. Sell it cheap, that could work.",69
Gösser Dark BeerBrauerei Göss (Brau Union),Lager - Munich Dunkel,Brauerei Göss (Brau Union),7,52,76,14,0,18,51,1,135,3.652174,3.869565,3.793478,"alrighty. Sell it cheap, that could work.",46
Northwind,Stout - Russian Imperial,Two Brothers Brewing Company,15,47,63,16,0,35,36,12,98,3.651652,3.873874,3.744745,"alrighty. Sell it cheap, that could work.",333
Calumet Queen,Kölsch,Three Floyds Brewing Co. & Brewpub,10,34,29,35,3,36,64,6,61,3.65,3.725,3.7,"alrighty. Sell it cheap, that could work.",20
Rauchbier,Lager - Rauchbier,Southern Star Brewing Company,11,20,30,13,0,7,27,105,53,3.65,4.05,3.6,"alrighty. Sell it cheap, that could work.",10
Solidarity,Mild Ale - English Dark,Eagle Rock Brewery,12,45,36,10,0,4,18,6,102,3.65,3.95,3.8,"alrighty. Sell it cheap, that could work.",20
Rye IPA,Rye Beer,Black Market Brewing Co.,7,67,27,46,0,57,89,18,75,3.65,3.75,3.7,"alrighty. Sell it cheap, that could work.",10
Munsterfest,Lager - Märzen / Oktoberfest,Three Floyds Brewing Co. & Brewpub,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.748663,"alrighty. Sell it cheap, that could work.",187
Samuel Adams Chocolate BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),5,35,101,10,0,20,14,0,108,3.648422,3.767751,3.749014,"alrighty. Sell it cheap, that could work.",1014
Hades Ale,Strong Ale - Belgian Pale,Great Divide Brewing Company,51,54,83,86,1,105,65,60,54,3.647929,3.556213,3.64497,"alrighty. Sell it cheap, that could work.",338
Samuel Adams Latitude 48 IPABoston Beer Company (Samuel Adams),IPA - American,Boston Beer Company (Samuel Adams),3,53,21,43,1,47,73,4,34,3.647783,4.02032,3.703202,"alrighty. Sell it cheap, that could work.",812
Extra Special Ale (ESA),Bitter - English Extra Special / Strong Bitter (ESB),Yards Brewing Co.,11,59,54,20,1,18,75,20,90,3.647773,3.888664,3.813765,"alrighty. Sell it cheap, that could work.",247
Hoss Oktoberfest Lager,Lager - Märzen / Oktoberfest,Great Divide Brewing Company,9,42,58,28,1,36,63,34,134,3.647147,3.833333,3.846847,"alrighty. Sell it cheap, that could work.",333
Samuel Adams DunkelweizenBoston Beer Company (Samuel Adams),Wheat Beer - Dunkelweizen,Boston Beer Company (Samuel Adams),11,15,51,27,0,68,20,74,88,3.646739,3.630435,3.585145,"alrighty. Sell it cheap, that could work.",276
Bitter & Twisted,Pale Ale - English,Harviestoun Brewery Ltd.,11,85,54,66,4,81,106,20,99,3.646586,3.658635,3.783133,"alrighty. Sell it cheap, that could work.",249
Honker's Ale,Bitter - English,Goose Island Beer Co.,3,53,66,28,1,32,58,1,79,3.646552,3.768966,3.824713,savvy mate! even sober people will love it.,870
Hockley Dark,Mild Ale - English Dark,Hockley Valley Brewing Co.,8,33,74,19,0,27,32,8,107,3.646341,3.689024,3.652439,"alrighty. Sell it cheap, that could work.",82
Longboat Chocolate Porter,Porter - English,Phillips Brewing Company,4,53,114,10,0,12,18,15,165,3.646341,3.719512,3.45122,"alrighty. Sell it cheap, that could work.",41
Christmas Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,22,52,61,24,0,27,67,21,112,3.645833,3.8875,3.841667,"alrighty. Sell it cheap, that could work.",120
Serie Signature Maibock,Bock - Maibock,Les Trois Mousquetaires,25,44,77,27,5,41,72,11,111,3.645833,3.6875,3.479167,"alrighty. Sell it cheap, that could work.",24
Jinx Proof,Lager - European / Dortmunder Export,Three Floyds Brewing Co. & Brewpub,3,57,21,16,7,16,90,9,72,3.645349,3.674419,3.860465,savvy mate! even sober people will love it.,86
Hooky Bitter,Bitter - English,Hook Norton Brewery Co. Ltd.,9,83,71,56,0,58,117,16,113,3.644737,3.907895,3.907895,savvy mate! even sober people will love it.,38
Camerons Strongarm,Bitter - English,Castle Eden & Camerons Brewing Company Ltd,13,60,62,22,0,16,66,12,89,3.644068,3.898305,3.661017,"alrighty. Sell it cheap, that could work.",59
Stouterik (The Brussels Stout),Stout - Irish Dry,Brasserie de la Senne,7,63,59,15,0,21,40,12,89,3.644068,3.889831,3.745763,"alrighty. Sell it cheap, that could work.",59
Censored,Red Ale - American Amber / Red,Lagunitas Brewing Company,14,46,60,23,0,24,56,6,81,3.643362,3.813559,3.831215,"alrighty. Sell it cheap, that could work.",708
Hacker-Pschorr Hubertus Bock,Bock - Maibock,Hacker-Pschorr Bräu GmbH,27,42,58,32,3,37,63,11,114,3.642857,3.892857,3.75,"alrighty. Sell it cheap, that could work.",14
Bock-Bier,Bock - Maibock,Mahrs-Bräu,12,32,62,39,1,42,49,11,86,3.642857,3.5,3.765306,"alrighty. Sell it cheap, that could work.",49
Bob's '47 Oktoberfest,Lager - Märzen / Oktoberfest,Boulevard Brewing Co.,2,16,38,21,0,24,23,5,68,3.642857,3.753456,3.804147,"alrighty. Sell it cheap, that could work.",217
Robust Porter,Porter - Robust,Bridge Road Brewers,4,66,67,16,0,14,26,3,124,3.642857,3.642857,3.571429,"alrighty. Sell it cheap, that could work.",14
König Ludwig Weissbier Dunkel,Wheat Beer - Dunkelweizen,Kaltenberg International / König Ludwig International GmbH & Co.KG,8,11,53,16,0,42,10,26,76,3.642857,4.071429,3.5,"alrighty. Sell it cheap, that could work.",7
Christmas Bock,Bock - Traditional,Mahrs-Bräu,19,41,86,24,1,23,52,39,107,3.641935,3.693548,3.667742,"alrighty. Sell it cheap, that could work.",155
Gueuze,Lambic - Gueuze,Brouwerij Lindemans,7,8,131,183,0,97,24,3,24,3.640805,3.747126,3.617816,"alrighty. Sell it cheap, that could work.",174
Lammin Sahtia,Farmhouse Ale - Sahti,Lammin Sahti Oy,20,13,62,113,3,72,41,19,31,3.640625,3.25,3.484375,terrible brew dude. Try again.,32
Einbecker Schwarzbier,Lager - Schwarzbier,Einbecker Brauhaus AG,6,56,59,13,0,26,47,5,131,3.640244,3.746951,3.67378,"alrighty. Sell it cheap, that could work.",164
Sunshine Pils,Pilsner - German,Tröegs Brewing Company,6,43,13,6,6,11,78,13,56,3.639775,3.785178,3.824578,savvy mate! even sober people will love it.,533
Berliner Weisse,Sour - Berliner Weisse,White Birch Brewing,10,12,53,172,4,104,18,1,53,3.639241,3.664557,3.829114,"alrighty. Sell it cheap, that could work.",79
The Love Wheat Beer,Wheat Beer - Hefeweizen,Starr Hill Brewery,7,13,23,42,0,55,19,36,39,3.639175,3.649485,3.716495,"alrighty. Sell it cheap, that could work.",97
Proper Job,IPA - English,St. Austell Brewery,3,59,27,43,0,53,83,12,33,3.638889,3.722222,3.944444,savvy mate! even sober people will love it.,18
Imperial Stout,Stout - Russian Imperial,Lagunitas Brewing Company,14,70,56,8,0,14,34,25,94,3.638889,3.5,3.694444,"alrighty. Sell it cheap, that could work.",18
Elector Imperial Red Ale,Red Ale - Imperial,New Albanian Brewing Company - Pizzeria and Public House,18,73,62,30,4,33,93,8,119,3.637931,3.896552,3.775862,"alrighty. Sell it cheap, that could work.",29
Ettaler Kloster Dunkel,Lager - Munich Dunkel,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,8,37,80,19,0,17,38,7,138,3.637755,3.908163,3.857143,savvy mate! even sober people will love it.,98
Abbey Ale,Dubbel,Abita Brewing Co.,12,12,82,43,0,54,16,39,78,3.637566,3.891534,3.611111,"alrighty. Sell it cheap, that could work.",189
Spaten Maibock / Premium Bock,Bock - Maibock,Spaten-Franziskaner-Bräu,19,37,38,26,0,23,63,9,87,3.6375,3.86875,3.81875,"alrighty. Sell it cheap, that could work.",80
Christmas Ale,Old Ale,Saint Arnold Brewing Company,22,31,56,12,1,13,41,33,91,3.637019,3.75,3.769231,"alrighty. Sell it cheap, that could work.",208
Anchor Steam Beer,California Common / Steam Beer,Anchor Brewing Company,13,41,60,42,3,41,58,11,77,3.636701,3.921804,3.888413,savvy mate! even sober people will love it.,1752
D'Tango Unchained,Brown Ale - Belgian Dark,Weyerbacher Brewing Co.,21,2,81,147,0,117,16,33,47,3.636364,3.590909,3.363636,"alrighty. Sell it cheap, that could work.",11
Chomolungma,Brown Ale - English,Jackie O's Pub & Brewery,6,36,70,15,1,15,31,4,112,3.636364,3.818182,3.818182,"alrighty. Sell it cheap, that could work.",11
Gaspar Ale,IPA - Belgian,Picobrouwerij Alvinne / Den Bierzolder,21,71,66,84,1,95,87,25,44,3.636364,3.853535,3.550505,"alrighty. Sell it cheap, that could work.",99
Original Sarah Hughes Dark Ruby MildBeacon Hotel (Sarah Hughes Brewery),Mild Ale - English Dark,Beacon Hotel (Sarah Hughes Brewery),5,21,83,55,0,69,14,14,50,3.636364,3.636364,3.704545,"alrighty. Sell it cheap, that could work.",22
The Wright Pils,Pilsner - Bohemian / Czech,Great Lakes Brewing Company,7,81,30,17,2,18,128,11,76,3.636364,3.863636,3.965909,savvy mate! even sober people will love it.,44
Festbier,Lager - Märzen / Oktoberfest,Victory Brewing Company,6,20,57,11,0,12,29,20,101,3.635634,3.739968,3.784109,"alrighty. Sell it cheap, that could work.",623
Ghost Face Killah,Chile Beer,Twisted Pine Brewing Company,26,26,10,6,0,2,11,96,20,3.635135,3.216216,3.297297,"alrighty. Sell it cheap, that could work.",37
Gateway Kolsch,Kölsch,French Broad Brewing Co.,5,30,30,15,1,22,54,4,47,3.635135,3.689189,3.72973,savvy mate! even sober people will love it.,37
Schwarzbier,Lager - Schwarzbier,Gordon Biersch Brewery Restaurant,0,40,54,7,1,4,11,15,107,3.634615,3.852564,3.762821,"alrighty. Sell it cheap, that could work.",78
Garten Bräu Munich Dark,Lager - Munich Dunkel,Capital Brewery,11,42,53,13,1,19,34,6,123,3.633858,3.834646,3.795276,"alrighty. Sell it cheap, that could work.",127
Pumpkin Beer,Pumpkin Beer,O'Fallon Brewery,4,4,26,10,0,95,3,74,49,3.633663,3.554455,3.655941,"alrighty. Sell it cheap, that could work.",202
Raison D'Être,Strong Ale - Belgian Dark,Dogfish Head Brewery,27,19,105,31,1,67,13,10,57,3.633216,3.752934,3.700117,"alrighty. Sell it cheap, that could work.",1704
Snowshoe Red Ale,Red Ale - American Amber / Red,New Glarus Brewing Company,11,51,67,28,0,26,63,22,97,3.633094,3.841727,3.708633,"alrighty. Sell it cheap, that could work.",139
Echigo Stout,Stout - English,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,8,51,75,5,0,12,20,10,106,3.632653,3.77551,3.816327,savvy mate! even sober people will love it.,49
Doppelbock Dunkel,Bock - Doppelbock,Brauerei Schloss Eggenberg,42,50,89,17,0,34,39,17,104,3.632479,3.803419,3.709402,"alrighty. Sell it cheap, that could work.",117
St Martin Brune,Dubbel,Brasserie De Brunehaut,26,20,105,41,0,64,25,24,81,3.632353,3.742647,3.610294,"alrighty. Sell it cheap, that could work.",68
